Gene_1	Gene_2	Expression_Value
S000004297	S000003011	0.09736737
S000000970	S000004966	0.01839965
S000000911	S000004509	0.12919798
S000004028	S000000760	0.0119722
S000001593	S000003941	0.07481819
S000004370	S000005776	0.15711966
S000005884	S000001865	0.0820452
S000004325	S000000601	0.09512409
S000004410	S000000665	0.11967657
S000003344	S000000510	0.15987375
S000000221	S000004145	0.08383383
S000003423	S000004313	0.07549246
S000003448	S000001138	0.05900834
S000005246	S000003580	0.05796008
S000002354	S000000322	0.11391236
S000000370	S000000168	0.05281274
S000005656	S000000827	0.12500828
S000000180	S000000689	0.13592741
S000002504	S000006073	0.11331204
S000006385	S000000677	0.18627656
S000000680	S000001179	0.14903061
S000004660	S000001454	0.16304551
S000005250	S000004484	0.01328011
S000003017	S000000967	0.10267912
S000006003	S000005372	0.13158661
S000000757	S000003137	0.1856317
S000006131	S000004625	0.09476385
S000000347	S000004758	0.12775115
S000001470	S000004974	0.04875975
S000000781	S000001106	0.0606119
S000004082	S000003778	0.04593613
S000006385	S000005487	0.15402834
S000001332	S000003818	0.17224725
S000003105	S000002451	0.04254675
S000002354	S000001282	0.13176008
S000001596	S000002486	0.1813608
S000001597	S000006003	0.13479537
S000005335	S000000371	0.0267627
S000006339	S000000444	0.15417505
S000006328	S000003632	0.01678313
S000004276	S000005333	0.08625132
S000002224	S000003778	0.12766679
S000005620	S000003713	0.1863504
S000002718	S000000665	0.06236186
S000000287	S000006366	0.18895108
S000004563	S000001528	0.02560797
S000004200	S000001416	0.16974825
S000001128	S000005188	0.10695839
S000004388	S000002419	0.12686484
S000005428	S000003426	0.05745148
S000001467	S000004607	0.06465205
S000005490	S000002798	0.17454226
S000002676	S000004735	0.12491957
S000005651	S000003030	0.00969687
S000006177	S000000326	0.0529746
S000000814	S000000176	0.05132717
S000002288	S000000001	0.06119013
S000002391	S000002285	0.01831076
S000000323	S000005856	0.06911084
S000002280	S000004775	0.09686074
S000006073	S000005313	0.03267496
S000001541	S000005085	0.13539114
S000003777	S000002814	0.09217297
S000001467	S000005571	0.17591381
S000001030	S000000689	0.17027515
S000004185	S000002364	0.09857299
S000004035	S000005056	0.01683729
S000005949	S000001635	0.12022036
S000003289	S000000419	0.15423479
S000000451	S000005894	0.09968509
S000003241	S000000070	0.08821283
S000002802	S000001376	0.15129136
S000003261	S000002777	0.05918693
S000005164	S000004780	0.09822276
S000001924	S000004138	0.10051943
S000000876	S000003268	0.11236602
S000003162	S000005770	0.17900846
S000003651	S000005934	0.07786012
S000000386	S000000126	0.14631628
S000003116	S000004889	0.08690806
S000002862	S000005632	0.18599933
S000000397	S000003676	0.09242163
S000000888	S000002437	0.15984854
S000002580	S000001526	0.06131591
S000004676	S000001526	0.09044723
S000005061	S000004317	0.09155638
S000006371	S000002210	0.06234093
S000001207	S000004403	0.13925015
S000003341	S000005226	0.04494776
S000000486	S000001492	0.03194828
S000000339	S000004004	0.04553885
S000003348	S000005722	0.14874418
S000000663	S000005571	0.09633084
S000001493	S000006367	0.07038422
S000005133	S000005242	0.07659789
S000000178	S000002785	0.08524315
S000002712	S000003530	0.14956977
S000005974	S000005707	0.05753172
S000002100	S000005177	0.05378421
S000001557	S000002701	0.08927775
S000005486	S000000635	0.01030533
S000003543	S000004187	0.10452018
S000003597	S000004250	0.1394485
S000001694	S000004143	0.0652881
S000003163	S000003057	0.07523778
S000002989	S000004613	0.10812923
S000004305	S000002989	0.04629366
S000000104	S000004810	0.04954798
S000006064	S000000490	0.18294486
S000000291	S000003971	0.14955175
S000000635	S000001526	0.14902467
S000000375	S000003661	0.19010913
S000005735	S000000888	0.0486371
S000006366	S000000854	0.02550823
S000004178	S000003716	0.19778814
S000004124	S000005004	0.13231749
S000002676	S000003973	0.08210395
S000004816	S000002553	0.01501408
S000001885	S000002895	0.12640419
S000000476	S000004444	0.00359146
S000005480	S000000602	0.02443454
S000002495	S000000112	0.02171645
S000001747	S000001784	0.0612029
S000001496	S000000849	0.08508914
S000001049	S000003348	0.13110136
S000006161	S000004132	0.0224735
S000005226	S000003592	0.102512
S000005153	S000005658	0.04584346
S000005890	S000000747	0.0055209
S000003777	S000002812	0.02356703
S000001330	S000001894	0.05759659
S000003245	S000003808	0.17412166
S000003867	S000000495	0.06644049
S000003778	S000001138	0.09780301
S000002499	S000000912	0.07147492
S000005048	S000000072	0.15920948
S000004584	S000000856	0.12650673
S000005446	S000001592	0.04445435
S000000911	S000002581	0.00873664
S000002705	S000004148	0.00290929
S000000011	S000003924	0.16214415
S000000201	S000003320	0.13236468
S000001926	S000005546	0.01807246
S000001380	S000002995	0.17433772
S000002802	S000000913	0.17480494
S000002391	S000004625	0.14053698
S000004732	S000001451	0.1261865
S000001747	S000001450	0.09161585
S000006073	S000005260	0.151217
S000003941	S000005756	0.10092124
S000005927	S000001653	0.02757107
S000003715	S000004367	0.11425376
S000000902	S000000323	0.0462258
S000005194	S000006269	0.13837777
S000005934	S000000786	0.0453485
S000000966	S000002892	0.14480766
S000005369	S000000747	0.17646362
S000003607	S000001868	0.07189814
S000004888	S000003852	0.16333247
S000004170	S000001650	0.15301218
S000003110	S000000871	0.1338976
S000002708	S000002340	0.12040738
S000001308	S000001478	0.08460306
S000005127	S000005700	0.08348914
S000004760	S000004252	0.04271927
S000000824	S000000494	0.06955124
S000000844	S000005720	0.03802509
S000000971	S000002729	0.08234977
S000005601	S000001412	0.15558647
S000002278	S000000403	0.12103129
S000003578	S000004267	0.01730529
S000005141	S000004982	0.06126821
S000004570	S000004050	0.11449047
S000003665	S000004131	0.12985231
S000000375	S000000014	0.1838985
S000004818	S000000098	0.14515538
S000001694	S000002353	0.01218482
S000001494	S000002225	0.12862008
S000003045	S000002295	0.17995951
S000006324	S000003661	0.18206361
S000006308	S000003676	0.01194583
S000005573	S000004982	0.01264326
S000001307	S000005256	0.13407386
S000000845	S000000819	0.13650477
S000003852	S000005713	0.19460896
S000004660	S000001933	0.11394552
S000000817	S000002285	0.05658662
S000000101	S000005527	0.19704389
S000004734	S000003623	0.18289877
S000003116	S000000680	0.18029807
S000004390	S000005829	0.04697817
S000003670	S000000913	0.11928101
S000005026	S000005796	0.00718119
S000004642	S000001777	0.19114163
S000005890	S000000048	0.06447329
S000006333	S000005574	0.09356464
S000004069	S000005333	0.09430314
S000003169	S000005591	0.08151143
S000004947	S000000890	0.09956091
S000002306	S000000735	0.08608847
S000003206	S000005684	0.16938679
S000003829	S000001880	0.00748424
S000001338	S000001416	0.01836864
S000004311	S000005850	0.12746366
S000001183	S000005563	0.09120807
S000002701	S000004736	0.13386064
S000004088	S000000285	0.10494189
S000006380	S000002341	0.09639833
S000003177	S000002376	0.00151702
S000004590	S000004873	0.03321237
S000000221	S000005546	0.05668657
S000004234	S000000189	0.20258933
S000004387	S000003732	0.12624639
S000004736	S000002777	0.06183538
S000001628	S000004148	0.17571425
S000002800	S000006292	0.10455117
S000003245	S000002274	0.10560323
S000005177	S000006169	0.19455245
S000000607	S000000201	0.07620092
S000000117	S000005844	0.18136378
S000002923	S000006262	0.11074253
S000000595	S000005564	0.11848585
S000004688	S000006245	0.03640199
S000003962	S000004336	0.17291869
S000005924	S000002203	0.13509382
S000001693	S000005711	0.00619506
S000004421	S000002366	0.12139331
S000004444	S000000494	0.02232185
S000000817	S000000747	0.0435606
S000000314	S000006006	0.18193009
S000004975	S000005490	0.01166676
S000002701	S000004150	0.10201427
S000003638	S000004695	0.02973415
S000002868	S000005770	0.05787112
S000004051	S000000295	0.13334226
S000001111	S000000119	0.03863718
S000000522	S000004206	0.07463021
S000001541	S000002233	0.18858822
S000001898	S000006069	0.11823202
S000003665	S000003629	0.1841536
S000000486	S000005234	0.06037539
S000001251	S000001097	0.09216524
S000003198	S000006177	0.00405942
S000003666	S000001092	0.10043594
S000005552	S000005286	0.14686549
S000004369	S000004061	0.1244555
S000003568	S000005676	0.01265102
S000005086	S000003308	0.04318788
S000006251	S000001761	0.07362904
S000004185	S000000340	0.08472419
S000002923	S000004246	0.10704159
S000000163	S000000213	0.1846296
S000000781	S000005868	0.13682104
S000006073	S000000762	0.11799713
S000002411	S000002542	0.14550143
S000005462	S000003792	0.08577622
S000004880	S000004795	0.00787471
S000000522	S000003834	0.11803106
S000000995	S000004310	0.19361448
S000005601	S000003905	0.16006355
S000005516	S000004663	0.01320777
S000002313	S000002203	0.17051713
S000005859	S000000776	0.01735627
S000005369	S000003730	0.04209807
S000005967	S000003452	0.02125259
S000004821	S000005850	0.03195839
S000003238	S000000316	0.00281797
S000000368	S000006222	0.10494317
S000003093	S000000002	0.08221024
S000000374	S000003632	0.16359382
S000000021	S000006006	0.19020628
S000000595	S000001556	0.13824829
S000000729	S000002300	0.00507707
S000005745	S000001777	0.0190209
S000004662	S000004478	0.1105156
S000003666	S000003426	0.11983459
S000004347	S000003183	0.08131777
S000005967	S000005957	0.05991045
S000005016	S000003045	0.00127481
S000001466	S000005733	0.10308317
S000001873	S000005008	0.02715335
S000004900	S000002737	0.07352077
S000003180	S000006053	0.18326701
S000003149	S000002624	0.03785472
S000003259	S000004363	0.00231566
S000005932	S000004780	0.01389097
S000005839	S000000314	0.00520247
S000002259	S000002981	0.12254696
S000000768	S000004640	0.2011908
S000001846	S000004050	0.03268333
S000000453	S000006036	0.20226835
S000006262	S000006158	0.19771673
S000001627	S000005666	0.07803613
S000003723	S000001667	0.07656412
S000000559	S000006006	0.08733137
S000001525	S000005527	0.14689882
S000001671	S000004789	0.08706729
S000005867	S000000404	0.16774896
S000002469	S000005950	0.16400526
S000002986	S000004976	0.04564875
S000003514	S000006384	0.1140246
S000004816	S000005055	0.079689
S000000555	S000000121	0.14231904
S000001857	S000004339	0.09863893
S000001610	S000005776	0.0310315
S000003016	S000002858	0.19806568
S000004885	S000000842	0.15186092
S000004830	S000002160	0.18689977
S000001855	S000003116	0.10500279
S000001001	S000004443	0.03306729
S000006081	S000000924	0.11239919
S000002602	S000001162	0.1344709
S000001770	S000006070	0.1019005
S000006333	S000001547	0.15387715
S000001499	S000003116	0.16012874
S000000212	S000001297	0.08739809
S000002164	S000006133	0.07409612
S000001484	S000002466	0.1889314
S000005677	S000003268	0.15308305
S000000189	S000004599	0.05344402
S000000811	S000006152	0.09460552
S000004289	S000000813	0.04661974
S000006015	S000004663	0.06607947
S000000112	S000000632	0.02985856
S000005564	S000006342	0.03450591
S000000183	S000000184	0.09922972
S000004224	S000001249	0.0123921
S000003766	S000000330	0.09338395
S000000325	S000000955	0.1100211
S000002354	S000004325	0.03798653
S000004477	S000001663	0.05226253
S000004202	S000005166	0.15815729
S000000607	S000003287	0.04292853
S000004556	S000001680	0.17893182
S000001853	S000002602	0.10101008
S000006284	S000003909	0.06150045
S000004430	S000005409	0.18793144
S000000050	S000005528	0.11231014
S000001470	S000002225	0.1848871
S000000262	S000001906	0.07787805
S000002549	S000004069	0.0180812
S000003139	S000002709	0.12731789
S000002719	S000002354	0.01495643
S000001622	S000004136	0.07653559
S000001742	S000005855	0.14008538
S000000253	S000003137	0.19663276
S000001919	S000005770	0.12591862
S000002596	S000000780	0.15131487
S000003434	S000004695	0.00100936
S000005427	S000000296	0.0045262
S000005111	S000006095	0.14475824
S000004263	S000003415	0.04949148
S000001857	S000001895	0.05491891
S000006186	S000000404	0.12390952
S000005423	S000001600	0.14320697
S000005127	S000005107	0.11165967
S000003944	S000003669	0.17027684
S000004974	S000000514	0.0874555
S000000404	S000003834	0.15459906
S000000117	S000004513	0.11533402
S000004642	S000003264	0.1209876
S000004442	S000005563	0.19866629
S000003384	S000001388	0.03370751
S000005070	S000000975	0.03025031
S000002329	S000000768	0.19403521
S000004883	S000004852	0.1079772
S000002757	S000000172	0.00273413
S000000157	S000002542	0.17256457
S000006328	S000004926	0.13150969
S000005787	S000001610	0.09881426
S000005289	S000005624	0.11576181
S000002634	S000003176	0.04819672
S000002248	S000004234	0.00527224
S000005694	S000000963	0.18053097
S000002527	S000000199	0.06271221
S000001802	S000005697	0.06735077
S000000284	S000005136	0.00046391
S000000493	S000003376	0.0541122
S000002855	S000000571	0.1626198
S000002995	S000001069	0.11721711
S000004993	S000005106	0.17380261
S000003836	S000004976	0.1963007
S000003780	S000000114	0.15231323
S000000137	S000003571	0.06300431
S000002826	S000002856	0.02057864
S000003971	S000001422	0.11173424
S000001007	S000000316	0.03776989
S000003017	S000004951	0.16245563
S000002671	S000002822	0.09173625
S000005711	S000004728	0.07762822
S000003529	S000005029	0.1281064
S000002238	S000001622	0.00868261
S000004663	S000003309	0.06902491
S000003245	S000001190	0.13755311
S000006324	S000001613	0.1884201
S000005041	S000003661	0.19734127
S000005393	S000000001	0.12039497
S000005650	S000004993	0.10423242
S000001447	S000000863	0.06828399
S000000176	S000004573	0.16205029
S000003713	S000003268	0.03148948
S000003041	S000003222	0.03810885
S000001328	S000005005	0.01958817
S000004777	S000001716	0.12838075
S000002492	S000004082	0.00372215
S000005844	S000003865	0.15342816
S000002461	S000004138	0.01481247
S000002349	S000004578	0.14383239
S000001597	S000005318	0.18194238
S000001788	S000005185	0.20207213
S000002306	S000003947	0.02675659
S000003690	S000005380	0.0758817
S000002563	S000002227	0.20140345
S000000662	S000002749	0.11798822
S000001883	S000000782	0.01892875
S000006326	S000001060	0.08694942
S000004019	S000006270	0.15055014
S000000792	S000005274	0.03170864
S000004441	S000006135	0.18512647
S000002985	S000005969	0.20147091
S000001679	S000003865	0.11831528
S000001171	S000000542	0.09034638
S000000062	S000003058	0.0337188
S000004289	S000000296	0.10432618
S000001160	S000004916	0.09013516
S000001121	S000004022	0.19246
S000004246	S000003415	0.10859533
S000005800	S000002705	0.13136455
S000005785	S000004088	0.10839782
S000005324	S000000213	0.10799678
S000003060	S000003105	0.18853388
S000005214	S000002236	0.19406078
S000000380	S000004665	0.04737096
S000005450	S000002205	0.02007288
S000000349	S000002885	0.1749368
S000005393	S000003623	0.04536003
S000000010	S000003570	0.17548206
S000002807	S000000119	0.10184195
S000003087	S000005711	0.047011
S000005260	S000002669	0.08413277
S000006366	S000000493	0.14688032
S000001330	S000000235	0.08983171
S000000854	S000000201	0.01128562
S000004860	S000004110	0.01452976
S000003317	S000000336	0.09376909
S000000027	S000000193	0.1671417
S000002980	S000004004	0.09661075
S000000482	S000003312	0.00078904
S000000914	S000004033	0.15252439
S000001575	S000001159	0.0119928
S000001734	S000002552	0.02686911
S000000671	S000005236	0.0220503
S000003609	S000003073	0.15305675
S000006315	S000001456	0.18379825
S000003403	S000002465	0.12700182
S000003389	S000005571	0.08597689
S000002599	S000005227	0.00609686
S000000152	S000005756	0.04657257
S000005326	S000004168	0.03822966
S000005697	S000000389	0.03489392
S000005055	S000005242	0.09889615
S000002448	S000004610	0.04050849
S000006317	S000003934	0.1591916
S000000327	S000001025	0.04647276
S000006152	S000000833	0.07085778
S000000113	S000003140	0.10160457
S000004083	S000006397	0.08411313
S000001084	S000005487	0.13620424
S000000472	S000004911	0.09299091
S000004276	S000001162	0.1870245
S000000824	S000000308	0.02230789
S000000924	S000004131	0.13152395
S000003139	S000005944	0.0069603
S000001405	S000001930	0.14376533
S000000973	S000004606	0.17657293
S000002350	S000001545	0.07457908
S000002341	S000002625	0.12136975
S000002858	S000000913	0.02812028
S000004821	S000004431	0.05723894
S000001714	S000000172	0.0881218
S000000228	S000002553	0.08573233
S000006074	S000001806	0.03768193
S000002542	S000000081	0.08193704
S000005400	S000000126	0.04641701
S000005187	S000005404	0.19500781
S000004954	S000000213	0.14725853
S000002783	S000005490	0.15824347
S000006125	S000004068	0.19868675
S000001012	S000005743	0.09810472
S000001308	S000003308	0.11907708
S000000070	S000002982	0.16382879
S000000728	S000005187	0.09728405
S000000240	S000006069	0.10759165
S000003073	S000005952	0.03486647
S000002278	S000003550	0.19535627
